Country_Ch,Country_En,2001>10%,2001>15%,2001>20%,2001>25%,2001>30%,2001>50%,2001>75%,2002>10%,2002>15%,2002>20%,2002>25%,2002>30%,2002>50%,2002>75%,2003>10%,2003>15%,2003>20%,2003>25%,2003>30%,2003>50%,2003>75%,2004>10%,2004>15%,2004>20%,2004>25%,2004>30%,2004>50%,2004>75%,2005>10%,2005>15%,2005>20%,2005>25%,2005>30%,2005>50%,2005>75%,2006>10%,2006>15%,2006>20%,2006>25%,2006>30%,2006>50%,2006>75%,2007>10%,2007>15%,2007>20%,2007>25%,2007>30%,2007>50%,2007>75%,2008>10%,2008>15%,2008>20%,2008>25%,2008>30%,2008>50%,2008>75%,2009>10%,2009>15%,2009>20%,2009>25%,2009>30%,2009>50%,2009>75%,2010>10%,2010>15%,2010>20%,2010>25%,2010>30%,2010>50%,2010>75%,2011>10%,2011>15%,2011>20%,2011>25%,2011>30%,2011>50%,2011>75%,2012>10%,2012>15%,2012>20%,2012>25%,2012>30%,2012>50%,2012>75%,2013>10%,2013>15%,2013>20%,2013>25%,2013>30%,2013>50%,2013>75%,2014>10%,2014>15%,2014>20%,2014>25%,2014>30%,2014>50%,2014>75%,2015>10%,2015>15%,2015>20%,2015>25%,2015>30%,2015>50%,2015>75%,2016>10%,2016>15%,2016>20%,2016>25%,2016>30%,2016>50%,2016>75%
衣索比亞,Ethiopia,31135077.74 ,25291732.39 ,16513114.20 ,15478476.35 ,12040336.38 ,5425719.98 ,2039861.86 ,17273.50 ,16589.14 ,14596.62 ,14290.10 ,13074.09 ,7777.46 ,3182.76 ,16900.77 ,16478.38 ,15069.91 ,14809.21 ,13936.04 ,10481.60 ,5158.09 ,17316.30 ,16611.91 ,14719.20 ,14456.09 ,13396.26 ,9094.59 ,3618.13 ,20832.55 ,20054.74 ,17705.83 ,17331.09 ,15868.63 ,9446.73 ,3364.46 ,14873.32 ,14519.39 ,13266.61 ,13040.80 ,12075.94 ,7898.69 ,3826.76 ,31738.79 ,30798.12 ,27713.16 ,27247.20 ,25608.57 ,18897.42 ,10040.88 ,31231.36 ,30381.73 ,27122.28 ,26439.85 ,24008.63 ,14044.56 ,6529.14 ,34558.66 ,33968.07 ,31571.92 ,31108.11 ,29279.02 ,18014.69 ,7412.13 ,25568.74 ,25058.74 ,22571.66 ,22051.68 ,20184.16 ,12801.30 ,6349.80 ,18997.35 ,18576.23 ,16983.07 ,16631.54 ,15462.73 ,10449.02 ,5202.97 ,49061.25 ,48047.00 ,44503.36 ,43951.05 ,41631.94 ,27749.29 ,10752.99 ,45445.93 ,42979.71 ,36037.27 ,35020.03 ,30851.23 ,17317.49 ,7447.71 ,49479.38 ,46316.01 ,38525.42 ,37392.21 ,32725.07 ,17522.18 ,6589.75 ,16841.42 ,15504.83 ,12433.43 ,11921.35 ,10276.47 ,5623.90 ,1975.88 ,33110.80 ,30888.09 ,24452.68 ,23268.82 ,19581.64 ,9428.83 ,3813.84 
巴布亞新幾內亞,Papua New Guinea,43708040.79 ,43427170.42 ,43288480.70 ,43157489.75 ,42938236.99 ,41992853.96 ,39663962.83 ,54714.71 ,54677.10 ,54652.65 ,54631.55 ,54606.26 ,54236.57 ,51853.15 ,31851.15 ,31833.24 ,31823.37 ,31816.25 ,31805.69 ,31678.90 ,30910.51 ,58533.65 ,58468.73 ,58430.89 ,58397.71 ,58361.47 ,57840.69 ,55217.71 ,39081.10 ,39058.56 ,39044.81 ,39035.72 ,39021.14 ,38818.99 ,37306.73 ,56500.18 ,56463.65 ,56436.75 ,56419.03 ,56395.42 ,56121.23 ,54295.60 ,49253.62 ,49225.85 ,49210.09 ,49197.46 ,49181.70 ,48970.37 ,47731.95 ,71170.97 ,71129.02 ,71101.39 ,71078.12 ,71052.69 ,70682.84 ,68669.49 ,49323.02 ,49294.75 ,49276.40 ,49259.13 ,49238.74 ,48977.42 ,47347.30 ,68860.70 ,68826.65 ,68802.61 ,68785.23 ,68761.88 ,68481.52 ,66695.76 ,53167.51 ,53128.61 ,53104.89 ,53085.82 ,53061.95 ,52816.04 ,51517.61 ,73491.57 ,73441.40 ,73407.32 ,73382.47 ,73341.65 ,73034.12 ,71339.63 ,57238.07 ,57056.17 ,56929.65 ,56830.53 ,56669.25 ,55916.73 ,53146.78 ,106333.67 ,106135.32 ,105975.51 ,105869.25 ,105662.72 ,104589.16 ,98993.15 ,182079.35 ,181741.28 ,181443.98 ,181247.21 ,180814.79 ,178579.61 ,165989.72 ,179218.87 ,178907.70 ,178579.68 ,178386.73 ,178040.26 ,175508.79 ,158893.16 
迦納,Ghana,18330610.69 ,13282023.90 ,8230695.03 ,7919664.96 ,6955668.35 ,4253663.00 ,207294.38 ,84978.45 ,83798.84 ,80657.52 ,80132.59 ,78395.05 ,66581.99 ,10576.62 ,30358.25 ,29588.16 ,27250.46 ,26753.32 ,24955.25 ,19514.63 ,3408.71 ,21632.50 ,20223.01 ,18388.16 ,18179.28 ,17625.24 ,14889.95 ,2223.94 ,51110.11 ,48828.86 ,44365.34 ,43674.36 ,41346.40 ,33590.70 ,4976.54 ,35996.20 ,32769.38 ,28899.05 ,28430.19 ,27136.18 ,21845.78 ,3209.33 ,54916.21 ,51109.13 ,43977.32 ,43022.16 ,40172.37 ,32264.36 ,4776.52 ,51367.42 ,47582.59 ,41709.03 ,40772.81 ,37848.66 ,27719.36 ,3951.55 ,54996.17 ,50634.57 ,41425.99 ,40518.60 ,38252.53 ,31561.71 ,4253.09 ,28133.52 ,26557.27 ,22768.65 ,22055.20 ,19500.00 ,14011.89 ,1962.80 ,47538.17 ,45223.88 ,39243.60 ,38499.55 ,36242.63 ,28095.67 ,3253.72 ,44856.78 ,42609.55 ,39323.02 ,38721.24 ,36625.87 ,27596.52 ,2677.37 ,134399.80 ,111145.46 ,88726.78 ,87196.33 ,81228.46 ,54267.82 ,816.81 ,166611.05 ,151029.61 ,129354.29 ,127668.95 ,120298.12 ,78958.15 ,938.55 ,80019.94 ,75079.37 ,63483.27 ,62229.11 ,57407.39 ,36709.10 ,609.74 ,150915.50 ,147975.66 ,131572.46 ,129370.49 ,119244.56 ,71838.73 ,2155.98 
象牙海岸,Côte d'Ivoire,30924772.99 ,27248335.50 ,18910349.44 ,17992977.07 ,14872640.20 ,6357504.56 ,511082.70 ,177066.03 ,170672.79 ,154597.89 ,152226.14 ,144559.98 ,111568.82 ,20975.72 ,104455.04 ,102068.52 ,92050.69 ,90775.71 ,86282.30 ,64599.19 ,8464.79 ,70813.26 ,65956.30 ,54849.23 ,52985.84 ,48048.34 ,34582.23 ,6176.97 ,104544.98 ,97893.57 ,78830.54 ,75455.62 ,65320.73 ,38278.73 ,2837.53 ,136028.05 ,125757.71 ,107950.65 ,105373.04 ,97780.58 ,69245.21 ,9535.40 ,128810.36 ,122050.99 ,103592.00 ,100812.39 ,90864.76 ,61083.78 ,8791.11 ,183456.33 ,168653.47 ,140329.65 ,137211.72 ,127554.83 ,87927.55 ,9873.42 ,128509.83 ,124466.85 ,114163.45 ,112855.96 ,108875.82 ,84305.92 ,10491.65 ,127562.17 ,115888.37 ,101384.19 ,98979.80 ,92491.86 ,69136.97 ,12036.32 ,161016.41 ,151586.85 ,133536.00 ,131283.96 ,124683.49 ,96296.57 ,16291.67 ,111600.95 ,108734.28 ,102177.43 ,100965.63 ,96128.74 ,74344.25 ,12204.22 ,249584.64 ,241154.01 ,205698.80 ,199439.18 ,175758.67 ,106060.77 ,3879.12 ,426864.87 ,420871.33 ,388252.62 ,381059.16 ,346792.57 ,187644.29 ,12484.26 ,207530.44 ,202585.54 ,176590.24 ,171865.61 ,152432.45 ,86548.77 ,5269.89 ,298379.97 ,292128.70 ,258840.99 ,252082.04 ,221099.81 ,107504.61 ,6997.79 
巴拿馬,Panama,5942133.71 ,5871667.38 ,5807149.79 ,5763631.28 ,5700499.76 ,5454716.71 ,4969309.44 ,19341.46 ,19307.88 ,19265.16 ,19238.82 ,19200.14 ,18717.05 ,16315.12 ,11368.70 ,11349.83 ,11325.31 ,11308.18 ,11283.21 ,10990.55 ,9645.44 ,16950.27 ,16925.54 ,16893.13 ,16869.85 ,16835.99 ,16433.98 ,14720.40 ,12439.23 ,12419.30 ,12396.78 ,12379.58 ,12349.22 ,12066.73 ,11081.22 ,34591.79 ,34530.90 ,34461.78 ,34404.08 ,34322.71 ,33354.93 ,29276.09 ,20780.75 ,20748.00 ,20709.86 ,20682.98 ,20644.53 ,20138.81 ,17795.79 ,40259.50 ,40193.09 ,40106.89 ,40040.47 ,39945.14 ,38949.94 ,35164.59 ,37306.11 ,37227.56 ,37130.35 ,37057.96 ,36946.76 ,35784.22 ,31528.14 ,15471.68 ,15457.15 ,15439.11 ,15425.64 ,15402.51 ,15202.54 ,14332.39 ,23219.09 ,23191.32 ,23161.33 ,23139.41 ,23104.09 ,22743.38 ,21238.56 ,17189.03 ,17150.15 ,17112.93 ,17085.98 ,17044.27 ,16655.60 ,15161.48 ,14216.62 ,14164.71 ,14113.18 ,14085.17 ,14041.09 ,13803.12 ,13058.11 ,14279.32 ,14211.06 ,14140.89 ,14102.62 ,14035.50 ,13700.33 ,12652.25 ,10700.22 ,10655.38 ,10615.87 ,10592.20 ,10553.68 ,10342.64 ,9638.39 ,17548.98 ,17465.80 ,17401.04 ,17370.98 ,17316.70 ,17022.74 ,16073.47 
莫三比克,Mozambique,70942085.59 ,59489288.70 ,39859114.54 ,37162148.41 ,28917947.27 ,10493859.90 ,341593.01 ,138506.62 ,135819.20 ,121809.13 ,118484.80 ,106658.34 ,52748.47 ,2708.10 ,106513.76 ,104469.25 ,92579.09 ,89851.52 ,79643.96 ,39466.68 ,1826.09 ,146243.48 ,143419.09 ,126393.98 ,122448.35 ,107725.70 ,47747.09 ,1982.75 ,197892.64 ,194570.30 ,174235.04 ,169139.14 ,150558.14 ,70114.80 ,3296.19 ,217686.45 ,214842.92 ,195189.92 ,190150.82 ,172223.90 ,87726.66 ,4356.52 ,184021.56 ,180866.30 ,160457.96 ,155629.01 ,138492.61 ,66061.02 ,3838.11 ,269357.32 ,264521.38 ,235391.37 ,228534.27 ,204759.70 ,103212.80 ,6497.87 ,282835.99 ,277970.53 ,248590.06 ,241390.31 ,217493.39 ,110323.99 ,6380.82 ,247091.67 ,242907.95 ,219904.72 ,213991.57 ,194545.39 ,100481.02 ,6514.02 ,187005.28 ,184825.52 ,168811.01 ,164626.90 ,150242.31 ,82074.64 ,5705.12 ,176601.70 ,173710.55 ,157529.72 ,153799.13 ,139946.22 ,72497.97 ,4881.69 ,218717.36 ,211387.14 ,185397.89 ,180370.82 ,162655.52 ,86620.48 ,4203.59 ,256785.30 ,250645.87 ,224769.25 ,219312.46 ,200500.63 ,112659.90 ,3842.70 ,231951.71 ,227403.78 ,204613.21 ,199477.38 ,181386.84 ,99132.41 ,3855.58 ,318126.12 ,312737.19 ,282123.63 ,275357.18 ,250552.81 ,140318.88 ,6095.80 
蓋亞那,Guyana,19068840.92 ,19051730.80 ,19030637.47 ,19010115.21 ,18996031.44 ,18900465.27 ,18768613.75 ,4840.19 ,4836.90 ,4833.45 ,4831.15 ,4827.39 ,4784.99 ,4709.22 ,7426.79 ,7425.19 ,7423.43 ,7420.60 ,7418.61 ,7367.25 ,7204.35 ,4070.41 ,4068.88 ,4066.28 ,4064.05 ,4062.37 ,4033.41 ,3960.57 ,5842.41 ,5840.34 ,5837.43 ,5834.76 ,5832.15 ,5796.71 ,5700.75 ,5941.05 ,5939.06 ,5937.22 ,5935.15 ,5933.77 ,5889.95 ,5772.20 ,5254.22 ,5253.15 ,5252.16 ,5250.86 ,5249.63 ,5221.36 ,5131.04 ,9469.49 ,9467.49 ,9464.13 ,9462.14 ,9460.14 ,9414.97 ,9297.93 ,8279.98 ,8276.83 ,8273.00 ,8270.25 ,8267.03 ,8207.21 ,8068.98 ,10117.79 ,10114.50 ,10109.29 ,10103.86 ,10098.89 ,10012.34 ,9851.50 ,8375.62 ,8373.63 ,8369.57 ,8366.05 ,8362.99 ,8316.96 ,8227.82 ,13132.43 ,13127.61 ,13122.40 ,13116.50 ,13111.83 ,13029.42 ,12852.40 ,7151.12 ,7144.31 ,7134.83 ,7123.58 ,7117.31 ,7069.93 ,6990.46 ,12241.55 ,12224.48 ,12201.98 ,12165.03 ,12154.00 ,12049.10 ,11884.45 ,13120.99 ,13112.42 ,13103.70 ,13092.99 ,13084.18 ,13013.02 ,12874.60 ,26584.12 ,26568.37 ,26549.09 ,26527.52 ,26512.14 ,26360.37 ,26032.88 
尚比亞,Zambia,61144224.26 ,51039987.31 ,34095337.87 ,31614612.63 ,24087575.54 ,9196113.86 ,42893.75 ,65517.51 ,63295.54 ,54977.12 ,53581.95 ,46399.11 ,22632.14 ,993.86 ,68780.32 ,63360.33 ,51361.27 ,49610.72 ,41967.48 ,21802.07 ,2134.48 ,55200.73 ,49872.37 ,37075.65 ,35477.53 ,28493.72 ,14151.66 ,516.62 ,114120.25 ,106035.82 ,78782.98 ,74777.71 ,57572.53 ,23038.58 ,962.27 ,79001.36 ,73277.15 ,53526.08 ,51061.89 ,40523.76 ,19333.13 ,786.33 ,89481.64 ,84230.76 ,67078.08 ,64430.44 ,53756.24 ,24003.98 ,1363.00 ,136905.44 ,124507.87 ,91421.86 ,86434.04 ,66207.66 ,22822.59 ,1152.62 ,199192.11 ,183400.44 ,145576.85 ,139908.55 ,117766.95 ,61334.56 ,1572.56 ,238034.44 ,225385.88 ,197180.11 ,192787.28 ,174220.58 ,91948.53 ,4326.65 ,84056.13 ,81674.02 ,70929.14 ,69005.48 ,60092.55 ,33405.85 ,2173.22 ,165631.71 ,161888.90 ,147460.29 ,144408.45 ,129692.52 ,66649.94 ,3054.28 ,153284.98 ,145502.40 ,116312.83 ,110013.69 ,84858.41 ,32775.43 ,246.89 ,226777.55 ,215654.22 ,165655.19 ,155207.82 ,115264.62 ,38157.51 ,216.93 ,165406.56 ,158272.98 ,123249.15 ,115813.97 ,87626.39 ,33587.11 ,215.63 ,259880.59 ,249792.27 ,196843.99 ,185533.14 ,141679.45 ,55205.16 ,388.99 
馬達加斯加,Madagascar,33190888.45 ,26503412.89 ,19454928.30 ,18656020.90 ,17141085.12 ,12241379.24 ,5863677.96 ,103516.00 ,101133.93 ,94452.66 ,93095.59 ,89317.51 ,77814.01 ,48834.87 ,110091.99 ,107316.50 ,94918.59 ,92241.45 ,84247.96 ,66890.35 ,34571.85 ,93657.44 ,91663.32 ,86333.64 ,85203.76 ,81845.25 ,71174.19 ,42626.82 ,109686.71 ,107086.76 ,99562.79 ,98041.53 ,93628.15 ,77344.45 ,41008.63 ,99524.31 ,95388.92 ,80915.99 ,78377.86 ,71034.04 ,49819.14 ,20144.45 ,208614.00 ,206148.57 ,197103.02 ,195068.43 ,188580.09 ,156677.61 ,86979.85 ,141074.64 ,138283.72 ,130193.07 ,128549.72 ,123502.27 ,102096.21 ,47604.45 ,153914.57 ,151296.66 ,142765.09 ,141150.52 ,136536.77 ,117028.89 ,66561.66 ,125608.96 ,123306.84 ,114145.88 ,112302.92 ,107218.89 ,91189.80 ,42463.82 ,169925.93 ,168714.20 ,165434.00 ,164622.49 ,162323.48 ,146201.51 ,91337.68 ,138862.88 ,137285.15 ,131968.97 ,131009.12 ,128468.16 ,111113.21 ,53452.36 ,319483.30 ,316426.85 ,306785.99 ,304793.80 ,299350.32 ,253479.71 ,109787.54 ,450211.49 ,445328.97 ,428441.56 ,424895.83 ,416682.18 ,320150.43 ,128317.10 ,324167.14 ,321164.84 ,310255.24 ,307891.38 ,301788.66 ,245543.96 ,92944.56 ,413095.52 ,409201.26 ,394899.72 ,391846.78 ,383655.62 ,317199.12 ,121090.87 
哥斯大黎加,Costa Rica,4105281.06 ,4046804.00 ,3994046.95 ,3960009.26 ,3913049.09 ,3684714.86 ,3118550.74 ,13409.81 ,13386.54 ,13355.01 ,13328.71 ,13289.15 ,12687.78 ,10754.27 ,8317.65 ,8306.36 ,8291.43 ,8280.07 ,8260.61 ,8057.74 ,7313.75 ,9882.98 ,9863.82 ,9834.52 ,9806.73 ,9767.13 ,9167.13 ,7646.34 ,16797.86 ,16754.87 ,16694.60 ,16641.32 ,16562.80 ,15551.92 ,12788.10 ,10133.58 ,10118.80 ,10099.71 ,10082.28 ,10059.47 ,9733.79 ,8607.81 ,11537.34 ,11520.14 ,11498.39 ,11477.63 ,11447.87 ,11067.67 ,9773.94 ,22099.93 ,22059.77 ,22000.89 ,21953.30 ,21875.12 ,20917.27 ,17937.73 ,22623.11 ,22592.78 ,22552.28 ,22519.97 ,22464.63 ,21791.67 ,19479.98 ,13241.10 ,13223.76 ,13201.43 ,13180.39 ,13145.27 ,12800.54 ,11569.19 ,10580.60 ,10563.85 ,10542.71 ,10524.75 ,10495.81 ,10158.10 ,9087.50 ,10465.18 ,10444.63 ,10417.11 ,10398.53 ,10367.07 ,10066.93 ,8984.83 ,7985.43 ,7928.40 ,7863.05 ,7831.16 ,7785.59 ,7496.47 ,6423.32 ,11343.72 ,11234.44 ,11109.64 ,11037.36 ,10934.45 ,10403.51 ,8822.00 ,3371.43 ,3353.68 ,3332.52 ,3318.03 ,3299.60 ,3168.43 ,2634.65 ,14113.46 ,14013.16 ,13914.39 ,13868.33 ,13791.39 ,13379.52 ,11892.77 
幾內亞,Guinea,22567097.94 ,19376714.93 ,12426850.78 ,11347596.38 ,8159637.37 ,2155937.69 ,182015.12 ,37880.91 ,36065.04 ,32459.12 ,31660.33 ,28933.40 ,17868.38 ,2952.90 ,12059.95 ,11240.80 ,10026.25 ,9862.77 ,9229.46 ,5275.84 ,846.52 ,30026.54 ,26576.11 ,21169.96 ,20186.15 ,17158.33 ,6920.10 ,993.25 ,25053.66 ,22276.25 ,18128.37 ,17342.40 ,14580.94 ,5462.38 ,747.74 ,22765.84 ,21596.78 ,18583.88 ,17756.51 ,15305.72 ,6968.26 ,875.90 ,54843.91 ,48920.69 ,39648.17 ,38264.61 ,33821.27 ,16529.83 ,2256.12 ,38475.03 ,32936.09 ,25573.56 ,24466.15 ,21481.36 ,8673.95 ,1107.86 ,40604.20 ,35459.21 ,28147.18 ,26959.68 ,23388.00 ,10008.34 ,1404.52 ,45060.88 ,32915.79 ,19872.44 ,18782.05 ,16045.59 ,6663.04 ,801.01 ,45982.01 ,42769.57 ,35131.66 ,33329.34 ,27637.96 ,9366.48 ,875.52 ,37856.36 ,36614.30 ,30785.08 ,29306.72 ,24485.57 ,10202.48 ,938.00 ,209589.62 ,206610.85 ,181978.08 ,175547.87 ,146183.81 ,43279.29 ,898.56 ,191410.98 ,188490.25 ,165927.02 ,159962.90 ,132716.12 ,41957.97 ,768.26 ,228148.74 ,226397.59 ,203392.92 ,196183.81 ,161820.02 ,46851.63 ,895.10 ,302997.87 ,299881.11 ,268843.46 ,259928.35 ,216012.27 ,66685.80 ,1434.68 
瓜地馬拉,Guatemala,8273453.60 ,8108011.65 ,7949440.96 ,7822918.36 ,7693456.32 ,6951962.83 ,5756629.99 ,55990.42 ,55909.95 ,55805.29 ,55719.54 ,55600.93 ,53474.77 ,46534.55 ,98942.35 ,98780.75 ,98588.39 ,98421.92 ,98173.68 ,92505.21 ,71843.47 ,56857.67 ,56765.97 ,56666.17 ,56577.54 ,56448.61 ,54262.48 ,47068.78 ,101411.37 ,101284.98 ,101140.46 ,101012.04 ,100829.29 ,97025.91 ,81041.50 ,52942.63 ,52861.54 ,52760.90 ,52683.08 ,52558.40 ,50527.92 ,44282.40 ,127183.28 ,127045.46 ,126887.84 ,126754.91 ,126556.72 ,122873.44 ,106826.81 ,77567.40 ,77474.47 ,77379.78 ,77298.03 ,77172.96 ,75090.58 ,67129.43 ,87301.88 ,87223.84 ,87131.19 ,87058.38 ,86944.51 ,84994.13 ,77258.20 ,59984.52 ,59924.36 ,59837.47 ,59772.43 ,59668.30 ,58141.07 ,53077.93 ,40840.01 ,40782.83 ,40724.44 ,40668.57 ,40586.90 ,39546.20 ,36804.31 ,84579.20 ,84461.38 ,84327.43 ,84213.86 ,84044.44 ,81927.29 ,74235.61 ,55695.20 ,55556.37 ,55401.66 ,55288.79 ,55149.00 ,53972.47 ,49135.94 ,62712.51 ,62496.96 ,62271.47 ,62079.27 ,61831.29 ,60004.90 ,52732.51 ,55012.79 ,54800.05 ,54582.55 ,54411.07 ,54147.27 ,52242.93 ,45466.20 ,180368.01 ,179833.12 ,179316.31 ,178945.41 ,178396.80 ,174327.70 ,155710.88 
寮國,Laos,19789295.08 ,19545855.85 ,19430060.60 ,19305226.32 ,19118455.02 ,18114850.17 ,14490562.54 ,57817.40 ,57140.99 ,56826.23 ,56332.74 ,55929.86 ,52399.15 ,40832.17 ,88661.01 ,88116.57 ,87800.51 ,87408.68 ,87056.16 ,83820.05 ,66779.25 ,65537.16 ,65106.70 ,64843.58 ,64514.62 ,64239.58 ,61638.29 ,49106.66 ,68853.17 ,68666.99 ,68544.18 ,68425.75 ,68296.13 ,66923.46 ,57169.30 ,124909.93 ,124108.39 ,123643.79 ,123114.94 ,122650.07 ,118199.29 ,95905.17 ,134826.66 ,134159.77 ,133801.26 ,133384.41 ,132976.17 ,129326.39 ,108708.72 ,81917.74 ,81436.15 ,81194.65 ,80840.75 ,80543.01 ,77978.25 ,65395.71 ,147909.85 ,147038.08 ,146583.21 ,146025.37 ,145536.08 ,140981.60 ,117385.52 ,168844.25 ,168206.54 ,167878.05 ,167438.51 ,167054.40 ,163397.45 ,142151.75 ,133501.95 ,132597.05 ,132082.16 ,131473.09 ,130920.76 ,125773.17 ,105243.07 ,151709.33 ,150197.06 ,149427.74 ,148624.51 ,147520.04 ,140119.16 ,111847.38 ,212412.95 ,209854.71 ,208412.78 ,207253.63 ,205582.81 ,192922.57 ,142522.60 ,251300.38 ,248636.19 ,246900.88 ,245705.30 ,243816.41 ,227151.27 ,161701.23 ,291811.70 ,289417.05 ,287813.98 ,286709.83 ,284993.37 ,268001.95 ,196477.20 ,397114.80 ,393902.93 ,391849.35 ,390424.86 ,387997.36 ,364541.64 ,264017.66 
宏都拉斯,Honduras,8440306.18 ,8254434.06 ,8047225.35 ,7883572.33 ,7740482.35 ,6696598.13 ,5266739.83 ,31786.59 ,31737.02 ,31655.20 ,31604.66 ,31528.01 ,29957.14 ,25781.37 ,33995.00 ,33931.94 ,33820.57 ,33741.31 ,33624.77 ,31460.61 ,26378.58 ,26666.16 ,26622.92 ,26561.74 ,26520.31 ,26455.07 ,25158.91 ,21732.87 ,40847.58 ,40773.90 ,40669.31 ,40591.47 ,40471.66 ,38399.23 ,33630.60 ,42076.06 ,41986.99 ,41864.67 ,41767.53 ,41630.86 ,38988.44 ,33298.78 ,42730.40 ,42668.13 ,42579.24 ,42509.01 ,42412.38 ,40446.20 ,35061.03 ,43831.44 ,43723.27 ,43581.63 ,43465.20 ,43299.05 ,40401.91 ,34744.59 ,51793.21 ,51730.70 ,51652.96 ,51592.91 ,51514.13 ,49839.99 ,45449.11 ,46408.82 ,46352.20 ,46257.77 ,46185.49 ,46085.26 ,44334.89 ,39884.42 ,52896.21 ,52838.52 ,52748.57 ,52679.31 ,52571.55 ,50851.33 ,45821.75 ,32596.39 ,32531.52 ,32449.84 ,32384.21 ,32305.50 ,31240.48 ,28304.13 ,44330.33 ,44159.71 ,43958.17 ,43792.06 ,43631.84 ,42043.91 ,37693.45 ,58570.36 ,58264.86 ,57955.00 ,57718.50 ,57481.62 ,55136.62 ,49426.32 ,51384.44 ,51092.60 ,50762.63 ,50510.26 ,50242.49 ,47229.53 ,40117.65 ,192111.22 ,191273.74 ,190249.76 ,189251.18 ,188442.87 ,177419.25 ,147503.14 
蘇利南,Suriname,13982210.15 ,13972087.33 ,13964162.36 ,13955326.05 ,13949809.34 ,13913266.53 ,13856534.47 ,3721.62 ,3720.08 ,3718.55 ,3717.86 ,3717.48 ,3699.47 ,3656.95 ,4555.56 ,4553.26 ,4549.28 ,4547.59 ,4545.83 ,4468.55 ,4343.47 ,5436.65 ,5434.27 ,5428.60 ,5425.61 ,5423.31 ,5362.97 ,5237.11 ,3517.51 ,3515.90 ,3514.21 ,3513.22 ,3512.14 ,3495.06 ,3435.93 ,3408.41 ,3406.80 ,3405.50 ,3404.81 ,3404.35 ,3387.26 ,3336.55 ,3630.19 ,3628.82 ,3627.74 ,3627.13 ,3625.83 ,3608.74 ,3561.09 ,7518.47 ,7516.94 ,7515.10 ,7512.57 ,7510.65 ,7477.71 ,7385.84 ,7372.44 ,7370.45 ,7367.53 ,7365.23 ,7362.48 ,7295.10 ,7158.91 ,7005.45 ,7004.30 ,7002.85 ,7001.85 ,7000.40 ,6975.64 ,6918.63 ,5698.75 ,5698.29 ,5697.67 ,5697.29 ,5696.75 ,5682.58 ,5649.18 ,19524.32 ,19519.34 ,19512.59 ,19506.69 ,19502.02 ,19441.24 ,19275.76 ,10222.96 ,10219.36 ,10214.38 ,10208.17 ,10203.27 ,10170.48 ,10074.47 ,14819.81 ,14802.97 ,14786.42 ,14759.61 ,14747.66 ,14663.70 ,14497.78 ,11958.26 ,11948.23 ,11935.90 ,11926.56 ,11921.20 ,11879.22 ,11784.74 ,16956.84 ,16934.72 ,16911.98 ,16889.54 ,16877.60 ,16775.13 ,16601.10 
法屬圭亞那,French Guiana,8170479.07 ,8168548.89 ,8166630.47 ,8164372.02 ,8162751.47 ,8153381.70 ,8131836.19 ,2498.54 ,2497.78 ,2497.16 ,2497.01 ,2496.70 ,2487.96 ,2459.14 ,1890.92 ,1890.69 ,1890.23 ,1889.92 ,1889.08 ,1883.41 ,1863.94 ,4809.55 ,4808.09 ,4806.56 ,4806.10 ,4805.03 ,4787.39 ,4728.75 ,2843.41 ,2842.80 ,2842.03 ,2841.57 ,2840.65 ,2827.78 ,2786.54 ,2536.81 ,2536.20 ,2535.58 ,2535.12 ,2534.97 ,2528.61 ,2501.70 ,3330.56 ,3330.10 ,3329.26 ,3328.88 ,3328.11 ,3317.99 ,3278.51 ,5227.23 ,5226.08 ,5224.93 ,5224.39 ,5223.40 ,5208.83 ,5153.87 ,2863.72 ,2863.33 ,2863.03 ,2862.72 ,2861.95 ,2856.82 ,2835.81 ,3207.01 ,3206.63 ,3206.32 ,3206.09 ,3205.64 ,3198.96 ,3172.67 ,2709.79 ,2709.56 ,2709.41 ,2709.10 ,2708.80 ,2706.27 ,2692.62 ,9778.47 ,9777.08 ,9775.55 ,9774.32 ,9772.71 ,9758.15 ,9697.97 ,2977.99 ,2974.77 ,2972.40 ,2969.48 ,2967.80 ,2952.54 ,2918.27 ,4224.21 ,4216.31 ,4209.64 ,4201.06 ,4195.62 ,4156.74 ,4069.17 ,2883.75 ,2880.22 ,2877.01 ,2871.56 ,2867.50 ,2840.68 ,2779.21 ,6170.37 ,6160.71 ,6151.89 ,6136.64 ,6127.21 ,6061.91 ,5907.46 
